date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:01:36	11706/11706	---M--	200	added ('OK')	application/javascript	etag:%225dedf00e-2dba%22	http://obanksimulator.ngpf.org/js/jquery.matchHeight.js	C:/Users/USER/obank/obanksimulator.ngpf.org/js/jquery.matchHeight.js	(from http://obanksimulator.ngpf.org/index.php)
08:01:37	13770/13770	---M--	200	added ('OK')	application/javascript	etag:%225dedf00e-35ca%22	http://obanksimulator.ngpf.org/js/customjs.js	C:/Users/USER/obank/obanksimulator.ngpf.org/js/customjs.js	(from http://obanksimulator.ngpf.org/index.php)
08:01:37	4516/4516	---M--	200	added ('OK')	application/javascript	etag:%225dedf03b-11a4%22	http://obanksimulator.ngpf.org/administrator/plugins/iCheck/icheck.min.js	C:/Users/USER/obank/obanksimulator.ngpf.org/administrator/plugins/iCheck/icheck.min.js	(from http://obanksimulator.ngpf.org/index.php)
08:01:37	95957/95957	---M--	200	added ('OK')	application/javascript	etag:%225dedf00e-176d5%22	http://obanksimulator.ngpf.org/js/jquery-1.11.3.min.js	C:/Users/USER/obank/obanksimulator.ngpf.org/js/jquery-1.11.3.min.js	(from http://obanksimulator.ngpf.org/index.php)
08:01:37	57343/57343	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ed1-dfff%22	https://cdnjs.cloudflare.com/ajax/libs/limonte-sweetalert2/7.0.9/sweetalert2.js	C:/Users/USER/obank/cdnjs.cloudflare.com/ajax/libs/limonte-sweetalert2/7.0.9/sweetalert2.js	(from http://obanksimulator.ngpf.org/index.php)
08:01:50	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%225dedf00b-12d68%22	http://obanksimulator.ngpf.org/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/USER/obank/obanksimulator.ngpf.org/fonts/fontawesome-webfont3e6e.woff2	(from http://obanksimulator.ngpf.org/css/font-awesome.css)
08:01:54	98024/98024	---M--	200	added ('OK')	font/woff	etag:%225dedf00b-17ee8%22	http://obanksimulator.ngpf.org/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/USER/obank/obanksimulator.ngpf.org/fonts/fontawesome-webfont3e6e.woff	(from http://obanksimulator.ngpf.org/css/font-awesome.css)
08:02:00	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%225dedf00b-6c7db%22	http://obanksimulator.ngpf.org/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/USER/obank/obanksimulator.ngpf.org/fonts/fontawesome-webfont3e6e.svg	(from http://obanksimulator.ngpf.org/css/font-awesome.css)
08:02:04	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225dedf00b-4e9f%22	http://obanksimulator.ngpf.org/fonts/glyphicons-halflings-regular.eot	C:/Users/USER/obank/obanksimulator.ngpf.org/fonts/glyphicons-halflings-regular.eot	(from http://obanksimulator.ngpf.org/css/bootstrap.min.css)
08:02:05	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225dedf00b-2876e%22	http://obanksimulator.ngpf.org/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/USER/obank/obanksimulator.ngpf.org/fonts/fontawesome-webfont3e6e.eot	(from http://obanksimulator.ngpf.org/css/font-awesome.css)
08:02:07	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225dedf00b-2876e%22	http://obanksimulator.ngpf.org/fonts/fontawesome-webfont.eot?	C:/Users/USER/obank/obanksimulator.ngpf.org/fonts/fontawesome-webfontd41d.eot	(from http://obanksimulator.ngpf.org/css/font-awesome.css)
08:02:07	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225dedf00b-4e9f%22	http://obanksimulator.ngpf.org/fonts/glyphicons-halflings-regular.eot?	C:/Users/USER/obank/obanksimulator.ngpf.org/fonts/glyphicons-halflings-regulard41d.eot	(from http://obanksimulator.ngpf.org/css/bootstrap.min.css)
08:02:09	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%225dedf00b-466c%22	http://obanksimulator.ngpf.org/fonts/glyphicons-halflings-regular.woff2	C:/Users/USER/obank/obanksimulator.ngpf.org/fonts/glyphicons-halflings-regular.woff2	(from http://obanksimulator.ngpf.org/css/bootstrap.min.css)
08:02:11	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%225dedf00b-1a8c2%22	http://obanksimulator.ngpf.org/fonts/glyphicons-halflings-regular.svg	C:/Users/USER/obank/obanksimulator.ngpf.org/fonts/glyphicons-halflings-regular.svg	(from http://obanksimulator.ngpf.org/css/bootstrap.min.css)
08:02:12	23424/23424	---M--	200	added ('OK')	font/woff	etag:%225dedf00b-5b80%22	http://obanksimulator.ngpf.org/fonts/glyphicons-halflings-regular.woff	C:/Users/USER/obank/obanksimulator.ngpf.org/fonts/glyphicons-halflings-regular.woff	(from http://obanksimulator.ngpf.org/css/bootstrap.min.css)
08:02:12	7606/7606	---M--	200	added ('OK')	image/png	etag:%225dedf00d-1db6%22	http://obanksimulator.ngpf.org/images/ui-icons_444444_256x240.png	C:/Users/USER/obank/obanksimulator.ngpf.org/images/ui-icons_444444_256x240.png	(from http://obanksimulator.ngpf.org/css/mainstyle.css)
08:02:13	403/403	---M--	200	added ('OK')	image/png	etag:%225dedf00c-193%22	http://obanksimulator.ngpf.org/images/date-icon.png	C:/Users/USER/obank/obanksimulator.ngpf.org/images/date-icon.png	(from http://obanksimulator.ngpf.org/css/mainstyle.css)
08:02:13	153/153	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Apr%202022%2012:03:10%20GMT	http://obanksimulator.ngpf.org/css/images/index_bg.jpg	C:/Users/USER/obank/obanksimulator.ngpf.org/css/images/index_bg.jpg	(from http://obanksimulator.ngpf.org/css/mainstyle.css)
08:02:13	1023/1023	---M--	200	added ('OK')	image/png	etag:%225dedf00d-3ff%22	http://obanksimulator.ngpf.org/images/user-noimage.png	C:/Users/USER/obank/obanksimulator.ngpf.org/images/user-noimage.png	(from http://obanksimulator.ngpf.org/css/mainstyle.css)
08:02:14	2703/2703	---M--	200	added ('OK')	image/jpeg	etag:%225dedf00c-a8f%22	http://obanksimulator.ngpf.org/images/blue-pattern.jpg	C:/Users/USER/obank/obanksimulator.ngpf.org/images/blue-pattern.jpg	(from http://obanksimulator.ngpf.org/css/mainstyle.css)
08:02:14	468/468	---M--	200	added ('OK')	image/png	etag:%225dedf00c-1d4%22	http://obanksimulator.ngpf.org/images/arrowhead.png	C:/Users/USER/obank/obanksimulator.ngpf.org/images/arrowhead.png	(from http://obanksimulator.ngpf.org/css/mainstyle.css)
08:02:14	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%225dedf00b-b15c%22	http://obanksimulator.ngpf.org/fonts/glyphicons-halflings-regular.ttf	C:/Users/USER/obank/obanksimulator.ngpf.org/fonts/glyphicons-halflings-regular.ttf	(from http://obanksimulator.ngpf.org/css/bootstrap.min.css)
08:02:15	527/527	---M--	200	added ('OK')	image/jpeg	etag:%225dedf00c-20f%22	http://obanksimulator.ngpf.org/images/mob-side.jpg	C:/Users/USER/obank/obanksimulator.ngpf.org/images/mob-side.jpg	(from http://obanksimulator.ngpf.org/css/mainstyle.css)
08:02:15	5299/5299	---M--	200	added ('OK')	image/png	etag:%225dedf00c-14b3%22	http://obanksimulator.ngpf.org/images/mob-top.png	C:/Users/USER/obank/obanksimulator.ngpf.org/images/mob-top.png	(from http://obanksimulator.ngpf.org/css/mainstyle.css)
08:02:15	1139/1139	---M--	200	added ('OK')	image/png	etag:%225dedf074-473%22	http://obanksimulator.ngpf.org/administrator/plugins/iCheck/minimal/orange.png	C:/Users/USER/obank/obanksimulator.ngpf.org/administrator/plugins/iCheck/minimal/orange.png	(from http://obanksimulator.ngpf.org/administrator/plugins/iCheck/minimal/orange.css)
08:02:15	5815/5815	---M--	200	added ('OK')	image/png	etag:%225dedf00c-16b7%22	http://obanksimulator.ngpf.org/images/mob-bottom.png	C:/Users/USER/obank/obanksimulator.ngpf.org/images/mob-bottom.png	(from http://obanksimulator.ngpf.org/css/mainstyle.css)
08:02:16	1407/1407	---M--	200	added ('OK')	image/png	etag:%225dedf074-57f%22	http://obanksimulator.ngpf.org/administrator/plugins/iCheck/minimal/orange@2x.png	C:/Users/USER/obank/obanksimulator.ngpf.org/administrator/plugins/iCheck/minimal/orange@2x.png	(from http://obanksimulator.ngpf.org/administrator/plugins/iCheck/minimal/orange.css)
08:02:16	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%225dedf00b-286ac%22	http://obanksimulator.ngpf.org/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/USER/obank/obanksimulator.ngpf.org/fonts/fontawesome-webfont3e6e.ttf	(from http://obanksimulator.ngpf.org/css/font-awesome.css)
